satisfaction_level,evaluation_score,projects,monthly_hours,tenure,accident,left,promoted,salary_level,department_Information Technology,department_Research and Development,department_Accounting,department_Human Resources,department_Management,department_Marketing,department_Product Management,department_Sales,department_Support,department_Technical,overtime,workload,stress_level
0.66,0.61,3,260,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,450.3332099679081,682.3230454059213
0.55,0.71,4,181,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,362.0,658.1818181818181
0.59,0.51,3,243,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,420.88834623923714,713.3700783715884
0.62,0.73,4,191,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,382.0,616.1290322580645
0.78,0.93,3,200,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,346.41016151377545,444.1155916843275
0.73,0.75,5,265,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,592.5580140374443,811.7233069006087
0.71,0.94,4,246,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,492.0,692.9577464788732
0.97,0.86,3,187,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,323.89350101538,333.91082578905156
0.21,0.74,5,141,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,315.28558482747036,1501.3599277498588
0.52,0.96,4,246,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,492.0,946.1538461538461
0.73,0.88,4,236,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,472.0,646.5753424657535
0.74,0.83,3,170,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,294.44863728670913,397.90356390095826
0.26,0.71,6,189,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,462.9535613860206,1780.590620715464
0.52,0.78,4,237,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,474.0,911.5384615384615
0.69,0.54,4,180,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,360.0,521.7391304347826
0.79,0.59,2,157,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,222.03152929257593,281.05256872477963
0.93,0.62,4,258,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,516.0,554.8387096774193
0.34,0.87,4,283,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,566.0,1664.705882352941
0.77,0.52,4,216,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,432.0,561.038961038961
0.36,0.73,3,187,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,323.89350101538,899.7041694871667
0.93,0.58,3,215,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,372.3909236273086,400.4203479863533
0.7,0.58,3,211,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,365.4627203970331,522.0896005671901
0.51,0.49,4,182,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,364.0,713.7254901960785
0.83,0.78,3,165,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,285.78838324886476,344.3233533118853
0.89,0.89,4,265,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,530.0,595.5056179775281
0.94,0.59,3,137,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,237.29096063693618,252.4371921669534
0.8,0.55,4,269,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,538.0,672.5
0.74,0.66,3,177,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,306.5729929396913,414.28782829688015
0.5,0.91,3,240,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,415.6921938165305,831.384387633061
0.54,0.84,4,174,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,348.0,644.4444444444445
0.5,0.54,3,134,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,232.09480821422954,464.1896164284591
0.17,0.91,2,271,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,383.2518754031088,2254.422796488875
0.57,0.53,5,216,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,482.9906831399546,847.352075684131
0.8,0.51,4,213,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,426.0,532.5
0.45,0.64,5,133,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,297.39704100747207,660.8823133499379
0.87,0.5,4,267,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,534.0,613.7931034482758
0.98,0.64,3,263,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,455.5293623906147,464.8258799904232
0.55,0.8,4,260,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,520.0,945.4545454545454
0.53,0.5,4,185,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,370.0,698.1132075471697
0.75,0.48,2,284,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,401.636651713959,535.515535618612
0.96,0.59,3,229,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,396.6396349332729,413.16628638882594
0.71,0.97,3,189,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,327.3576026305178,461.06704595847583
0.7,0.63,3,209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,361.99861878189535,517.1408839741363
0.33,0.94,4,166,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,332.0,1006.060606060606
0.93,0.94,3,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,316.96529778510455,340.82290084419844
0.64,0.65,3,181,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,313.50119616996676,489.84561901557305
0.27,0.45,3,239,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,413.96014300896167,1533.185714848006
0.99,0.99,3,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,273.6640275958826,276.42831070291174
0.81,0.62,3,187,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,323.89350101538,399.8685197720741
0.6,0.91,4,236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,472.0,786.6666666666667
0.32,0.4,6,162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,396.8173383308748,1240.0541822839837
0.48,0.68,4,163,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,326.0,679.1666666666667
0.87,0.51,4,173,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,346.0,397.7011494252874
0.91,0.79,5,273,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,610.4465578574426,670.820393249937
0.24,0.89,5,142,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,317.52165280497013,1323.0068866873755
0.66,0.56,4,141,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,282.0,427.27272727272725
0.94,0.59,3,234,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,405.29988897111724,431.1700946501247
0.93,0.97,5,255,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,570.1973342624464,613.1154131854262
0.19,0.55,5,148,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,330.9380606699689,1741.7792666840467
0.88,0.45,5,274,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,612.6826258349424,696.2302566306164
0.76,0.47,3,223,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,386.2473300878596,508.22017116823633
0.67,0.64,5,248,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,554.5448584199479,827.6788931641013
0.54,0.5,4,146,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,292.0,540.7407407407408
0.53,0.95,2,101,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,142.83556979968262,269.5010750937408
0.67,0.92,4,265,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,530.0,791.044776119403
0.5,0.38,5,175,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,391.31189606246323,782.6237921249265
0.49,0.76,4,202,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,404.0,824.4897959183673
0.82,0.71,3,160,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,277.12812921102034,337.96113318417116
0.86,0.71,3,235,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,407.03193977868614,473.2929532310304
0.5,0.5,4,267,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,534.0,1068.0
0.82,0.6,3,261,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,452.06526077547693,551.2990985066792
0.95,0.78,2,148,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,209.30360723121808,220.31958655917694
0.64,0.87,3,239,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,413.96014300896167,646.8127234515026
0.91,0.5,3,178,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,308.30504374726013,338.79675137061554
0.79,0.75,2,221,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,312.54119728445403,395.6217687144987
0.83,0.56,4,269,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,538.0,648.1927710843374
0.66,0.6,3,262,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,453.7973115830458,687.5716842167361
0.92,0.8,4,263,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,526.0,571.7391304347826
0.59,0.47,5,191,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,427.08898370245987,723.8796333939998
0.6,0.83,2,189,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,267.28636328851496,445.47727214752496
0.68,0.97,5,207,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,462.8660713424565,680.6853990330243
0.58,0.73,3,265,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,458.99346400575246,791.3680413892284
0.93,0.77,5,224,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,500.8792269599529,538.5798139354332
0.66,0.5,3,229,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,396.6396349332729,600.9691438382922
0.8,0.99,3,158,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,273.6640275958826,342.08003449485324
0.28,0.79,5,202,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,451.68573145495753,1613.1633266248482
0.84,0.59,4,216,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,432.0,514.2857142857143
0.86,0.58,4,220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,440.0,511.6279069767442
0.46,0.45,2,172,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,243.24473272817235,528.7928972351573
0.94,0.92,3,187,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,323.89350101538,344.5675542716809
0.8,0.76,3,270,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,467.6537180435968,584.567147554496
0.13,0.63,6,219,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,536.4382536695159,4126.4481051501225
0.95,0.73,3,243,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,420.88834623923714,443.0403644623549
0.93,0.88,4,261,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,522.0,561.2903225806451
0.86,0.81,4,179,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,358.0,416.27906976744185
0.67,0.93,5,133,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,297.39704100747207,443.87618060816726
0.73,0.6,4,224,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,448.0,613.6986301369864
0.62,0.92,4,198,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,396.0,638.7096774193549
0.53,0.81,5,135,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,301.8691769624716,569.5644848348521
0.68,0.68,3,143,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,247.68326548234944,364.2400962975727
0.69,0.55,4,234,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,468.0,678.2608695652175
0.66,0.92,3,177,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,306.5729929396913,464.504534757108
0.98,0.56,5,180,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,402.49223594996215,410.7063632142471
0.57,0.39,3,193,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,334.2858058607933,586.4663260715672
0.64,0.78,5,148,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,330.9380606699689,517.0907197968263
0.71,0.58,3,194,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,336.0178566683622,473.26458685684815
0.94,0.7,3,271,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,469.3857688511657,499.3465626076231
0.8,0.85,3,135,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,233.8268590217984,292.283573777248
0.59,0.94,4,136,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,272.0,461.0169491525424
0.95,0.7,6,243,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,595.2260074963123,626.5536921013813
1.0,0.39,2,210,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,296.98484809834997,296.98484809834997
0.53,0.59,3,163,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,282.32428163372697,532.6873238372207
0.35,0.59,5,268,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,599.2662179699437,1712.1891941998392
0.73,0.66,3,244,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,422.62039704680603,578.9320507490494
0.89,0.63,4,164,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,328.0,368.5393258426966
0.21,0.93,4,260,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,520.0,2476.190476190476
0.21,0.85,5,153,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,342.11840055746785,1629.135240749847
0.6,0.83,4,216,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,432.0,720.0
0.94,0.69,2,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,280.01428534987286,297.88753760624775
0.92,0.68,4,196,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,392.0,426.0869565217391
0.92,0.78,3,218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,377.58707605001524,410.42073483697305
0.71,0.98,5,167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,373.4233522424649,525.9483834400914
0.69,0.83,4,264,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,528.0,765.2173913043479
0.26,0.51,2,284,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,401.636651713959,1544.756352745996
0.21,0.78,4,218,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,436.0,2076.190476190476
0.36,0.42,2,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,271.5290039756343,754.2472332656508
0.81,0.92,5,255,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,570.1973342624464,703.9473262499338
0.54,0.88,3,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,434.7447526997882,805.0828753699781
0.63,0.87,5,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,554.5448584199479,880.2299339999173
0.86,0.75,5,157,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,351.062672467467,408.21240984589184
0.8,0.79,5,240,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,536.6563145999496,670.820393249937
0.55,0.58,5,262,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,585.8498101049449,1065.1814729180817
0.18,0.6,3,130,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,225.16660498395404,1250.9255832441893
0.88,0.98,3,152,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,263.27172275046934,299.1724122164424
0.65,0.86,4,256,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,512.0,787.6923076923076
0.99,1.0,3,139,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,240.75506225207394,243.18693156775146
0.88,0.93,4,195,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,390.0,443.1818181818182
0.67,0.59,3,205,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,355.0704155516198,529.9558441068953
0.53,0.59,4,265,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,530.0,1000.0
0.83,0.61,5,246,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550.0727224649482,662.738219837287
0.36,0.71,3,100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,173.20508075688772,481.12522432468813
0.62,0.64,5,150,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,335.4101966249685,540.9841881047879
0.72,0.67,4,147,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,294.0,408.33333333333337
0.79,0.54,4,244,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,488.0,617.7215189873417
1.0,0.87,4,256,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,512.0,512.0
0.65,0.52,4,266,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,532.0,818.4615384615385
0.84,0.91,3,199,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,344.67811070620655,410.33108417405543
0.81,0.59,2,236,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,333.75440072005046,412.04247002475364
0.59,0.51,3,203,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,351.6063139364821,595.9429049770883
0.78,0.53,3,156,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,270.19992598074487,346.41016151377545
0.22,0.52,5,109,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243.73140954747709,1107.870043397623
0.96,0.98,5,248,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,554.5448584199479,577.6508941874457
0.85,0.8,4,254,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,508.0,597.6470588235294
0.12,0.73,6,166,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,406.61529730200755,3388.460810850063
0.6,0.68,4,264,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,528.0,880.0
0.93,0.84,5,266,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,594.7940820149441,639.563529048327
0.73,0.86,4,138,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,276.0,378.0821917808219
0.7,0.66,3,151,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,261.53967194290044,373.6281027755721
0.18,0.59,4,132,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,264.0,1466.6666666666667
0.81,0.6,4,133,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,266.0,328.39506172839504
0.28,0.9,4,275,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,550.0,1964.285714285714
0.74,0.79,3,275,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,476.31397208144125,643.6675298397855
0.5,0.74,4,272,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,544.0,1088.0
0.83,0.85,4,201,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,402.0,484.3373493975904
0.55,0.66,3,164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,284.05633244129587,516.4660589841743
0.77,0.94,4,224,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,448.0,581.8181818181818
0.92,0.58,4,201,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,402.0,436.95652173913044
0.59,0.89,5,169,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,377.8954881974645,640.5008274533296
0.45,0.72,4,149,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,298.0,662.2222222222222
0.76,0.97,3,271,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,469.3857688511657,617.6128537515339
0.89,0.69,4,137,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,274.0,307.86516853932585
0.73,0.5,3,208,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,360.26656797432645,493.51584654017324
0.65,0.7,3,231,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,400.1037365484106,615.5442100744779
0.14,0.96,3,196,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,339.4819582834999,2424.871130596428
0.3,0.47,2,159,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,224.85995641732214,749.5331880577405
0.53,0.82,5,184,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,411.43650785996135,776.2952978489836
0.66,0.89,3,257,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,445.13705754520146,674.4500871896992
0.84,0.59,3,234,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,405.29988897111724,482.49986782275863
0.74,0.97,3,239,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,413.96014300896167,559.405598660759
0.56,0.4,2,255,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,360.62445840513925,643.9722471520344
0.42,0.47,4,146,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,292.0,695.2380952380953
0.29,0.8,5,103,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,230.31500168247834,794.1896609740633
0.54,0.72,5,206,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,460.6300033649567,853.0185247499197
0.8,0.52,3,253,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,438.20885431492593,547.7610678936574
0.89,0.93,4,245,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,490.0,550.561797752809
0.92,0.58,3,261,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,452.06526077547693,491.37528345160536
0.87,0.68,4,217,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,434.0,498.85057471264366
0.76,0.82,4,172,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,344.0,452.63157894736844
0.64,0.61,3,221,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,382.7832284727219,598.098794488628
0.83,0.57,2,246,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,347.8965363437814,419.1524534262427
0.55,0.6,3,145,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,251.1473670974872,456.6315765408858
0.83,0.7,5,168,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,375.65942021996466,452.60171110839116
0.58,0.62,5,184,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,411.43650785996135,709.3732894137265
0.67,0.97,4,186,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,372.0,555.2238805970148
0.65,0.57,3,238,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,412.22809220139277,634.1970649252196
0.89,0.95,5,203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,453.9217994324573,510.02449374433405
0.84,0.5,5,195,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,436.033255612459,519.0872090624513
0.5,0.7,5,264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,590.3219460599445,1180.643892119889
0.7,0.51,3,256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,443.40500673763256,633.4357239109037
0.79,0.83,5,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,599.2662179699437,758.5648328733464
0.19,0.72,6,243,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,595.2260074963123,3132.7684605069066
0.89,0.5,4,136,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,272.0,305.6179775280899
0.36,0.6,2,136,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192.33304448274095,534.2584568965026
0.62,0.66,5,165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,368.95121628746534,595.0826069152666
0.84,0.93,6,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,406.61529730200755,484.06583012143756
0.65,0.87,4,267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,534.0,821.5384615384615
0.65,0.7,4,233,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,466.0,716.9230769230769
0.87,0.92,3,141,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,244.21916386721168,280.71168260599046
0.66,0.73,5,249,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,556.7809263974476,843.607464238557
0.83,0.9,3,102,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,176.66918237202546,212.85443659280176
0.89,0.63,3,268,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,464.1896164284591,521.5613667735495
0.91,0.97,4,139,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,278.0,305.49450549450546
0.91,0.56,3,168,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,290.9845356715714,319.7632260127158
0.83,0.5,4,259,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,518.0,624.0963855421687
0.87,0.82,4,248,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,496.0,570.1149425287356
0.62,0.79,3,274,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,474.58192127387235,765.4547117320521
0.54,1.0,3,169,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,292.71658647914023,542.0677527391485
0.84,0.53,5,190,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,424.85291572496004,505.7772806249524
0.33,0.82,2,114,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,161.22034611053286,488.54650336525106
0.79,0.58,4,191,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,382.0,483.54430379746833
0.31,0.41,2,263,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,371.93816690412405,1199.8005384004002
0.68,0.81,3,166,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,287.5204340564336,422.8241677300494
0.52,0.7,4,247,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,494.0,950.0
0.54,0.64,3,203,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,351.6063139364821,651.1228035860779
0.73,0.78,4,181,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,362.0,495.8904109589041
0.49,0.74,3,229,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,396.6396349332729,809.468642720965
0.37,0.67,2,159,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,224.85995641732214,607.7296119387084
0.53,0.84,3,151,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,261.53967194290044,493.471079137548
0.58,0.75,4,222,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,444.0,765.5172413793103
0.2,0.51,2,163,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,230.5168106668145,1152.5840533340725
0.91,0.6,4,163,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,326.0,358.24175824175825
0.53,0.78,2,138,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195.16147160748713,368.22919171223987
0.99,0.72,4,136,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272.0,274.74747474747477
0.97,0.87,3,207,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,358.53451716675755,369.62321357397684
0.18,0.93,3,245,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,424.35244785437493,2357.513599190972
0.83,0.93,6,130,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318.43366656181314,383.65501995399177
0.49,0.47,4,285,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,570.0,1163.265306122449
